#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDK7	POLR2B	9606.ENSP00000256443	9606.ENSP00000370625	0	0	0	0	0.066	0.859	0.600	0.320	0.959
CDK7	POLR2G	9606.ENSP00000256443	9606.ENSP00000301788	0	0	0	0	0.101	0.800	0.600	0.513	0.960
CDK7	TCEA1	9606.ENSP00000256443	9606.ENSP00000428426	0	0	0	0	0.065	0.876	0.600	0.479	0.972
CDK7	CDK9	9606.ENSP00000256443	9606.ENSP00000362361	0	0	0.345	0.854	0.096	0.684	0.900	0.951	0.974
CDK7	TBP	9606.ENSP00000256443	9606.ENSP00000375942	0	0	0	0	0.066	0.800	0.800	0.604	0.983
CDK7	GTF2B	9606.ENSP00000256443	9606.ENSP00000359531	0	0	0	0	0.120	0.800	0.800	0.728	0.989
CDK7	GTF2E2	9606.ENSP00000256443	9606.ENSP00000348168	0	0	0	0	0.153	0.967	0.600	0.552	0.994
CDK7	GTF2E1	9606.ENSP00000256443	9606.ENSP00000283875	0	0	0	0	0.108	0.983	0.600	0.368	0.995
CDK7	POLR2A	9606.ENSP00000256443	9606.ENSP00000480158	0	0	0	0	0.066	0.993	0.600	0.789	0.999
CDK7	CCNH	9606.ENSP00000256443	9606.ENSP00000256897	0	0	0	0	0.195	0.999	0.900	0.995	0.999
CDK7	MNAT1	9606.ENSP00000256443	9606.ENSP00000261245	0	0	0	0	0.204	0.999	0.900	0.956	0.999
CDK7	GTF2H1	9606.ENSP00000256443	9606.ENSP00000265963	0	0	0	0	0.088	0.999	0.900	0.856	0.999
CDK7	ERCC3	9606.ENSP00000256443	9606.ENSP00000285398	0	0	0	0	0.068	0.998	0.900	0.797	0.999
CDK8	CDK7	9606.ENSP00000370938	9606.ENSP00000256443	0	0	0	0.818	0.072	0.149	0.900	0.899	0.928
CDK8	CCNH	9606.ENSP00000370938	9606.ENSP00000256897	0	0	0	0	0.063	0.499	0	0.794	0.895
CDK8	MED7	9606.ENSP00000370938	9606.ENSP00000286317	0	0	0	0	0.074	0.957	0.800	0.802	0.998
CDK8	MED14	9606.ENSP00000370938	9606.ENSP00000323720	0	0	0	0	0.062	0.924	0.900	0.827	0.998
CDK8	GTF2B	9606.ENSP00000370938	9606.ENSP00000359531	0	0	0	0	0.062	0	0	0.695	0.702
CDK8	CDK9	9606.ENSP00000370938	9606.ENSP00000362361	0	0	0	0.768	0.054	0.486	0.600	0.887	0.831
CDK8	CTDP1	9606.ENSP00000370938	9606.ENSP00000484525	0	0	0	0	0.064	0.378	0	0.553	0.717
CDK8	TCEA1	9606.ENSP00000370938	9606.ENSP00000428426	0	0	0	0	0.084	0.531	0	0.567	0.798
CDK8	POLR2A	9606.ENSP00000370938	9606.ENSP00000480158	0	0	0	0	0.062	0.960	0	0.624	0.985
CDK9	POLR2C	9606.ENSP00000362361	9606.ENSP00000219252	0	0	0	0	0.065	0	0.600	0.333	0.728
CDK9	PAF1	9606.ENSP00000362361	9606.ENSP00000221265	0	0	0	0	0.081	0.684	0.600	0.058	0.876
CDK9	SUPT4H1	9606.ENSP00000362361	9606.ENSP00000225504	0	0	0	0	0.058	0	0.600	0.768	0.905
CDK9	CDK7	9606.ENSP00000362361	9606.ENSP00000256443	0	0	0.345	0.854	0.096	0.684	0.900	0.951	0.974
CDK9	CCNH	9606.ENSP00000362361	9606.ENSP00000256897	0	0	0	0	0.078	0.436	0.900	0.885	0.993
CDK9	MNAT1	9606.ENSP00000362361	9606.ENSP00000261245	0	0	0	0	0.099	0.182	0.900	0.251	0.937
CDK9	GTF2H1	9606.ENSP00000362361	9606.ENSP00000265963	0	0	0	0	0.127	0.182	0.900	0.267	0.940
CDK9	GTF2E1	9606.ENSP00000362361	9606.ENSP00000283875	0	0	0	0	0.246	0	0.600	0.139	0.717
CDK9	ERCC3	9606.ENSP00000362361	9606.ENSP00000285398	0	0	0	0	0.072	0	0.900	0.568	0.956
CDK9	LEO1	9606.ENSP00000362361	9606.ENSP00000299601	0	0	0	0	0.108	0.260	0.600	0.374	0.812
CDK9	SUPT6H	9606.ENSP00000362361	9606.ENSP00000319104	0	0	0	0	0.102	0	0.600	0.704	0.884
CDK9	CTR9	9606.ENSP00000362361	9606.ENSP00000355013	0	0	0	0	0.106	0.395	0.600	0.508	0.879
CDK9	CDC73	9606.ENSP00000362361	9606.ENSP00000356405	0	0	0	0	0.115	0.447	0.600	0.495	0.887
CDK9	GTF2B	9606.ENSP00000362361	9606.ENSP00000359531	0	0	0	0	0.071	0	0.600	0.590	0.834
CDK9	RTF1	9606.ENSP00000362361	9606.ENSP00000374280	0	0	0	0	0.093	0	0.600	0.394	0.761
CDK9	RPAP2	9606.ENSP00000362361	9606.ENSP00000476948	0	0	0	0	0.063	0	0.600	0.520	0.804
CDK9	TBP	9606.ENSP00000362361	9606.ENSP00000375942	0	0	0	0	0.062	0	0.600	0.587	0.831
CDK9	CDK8	9606.ENSP00000362361	9606.ENSP00000370938	0	0	0	0.768	0.054	0.486	0.600	0.887	0.831
CDK9	POLR2F	9606.ENSP00000362361	9606.ENSP00000403852	0	0	0	0	0	0	0.600	0.629	0.845
CDK9	CDK12	9606.ENSP00000362361	9606.ENSP00000398880	0	0	0	0.905	0.062	0.493	0.720	0.828	0.866
CDK9	GTF2F1	9606.ENSP00000362361	9606.ENSP00000377969	0	0	0	0	0.088	0.648	0.600	0.123	0.872
CDK9	TCEA1	9606.ENSP00000362361	9606.ENSP00000428426	0	0	0	0	0	0.494	0.600	0.559	0.903
CDK9	CTDP1	9606.ENSP00000362361	9606.ENSP00000484525	0	0	0	0	0.097	0.675	0.600	0.637	0.951
CDK9	SUPT5H	9606.ENSP00000362361	9606.ENSP00000470252	0	0	0	0	0.081	0.767	0.600	0.900	0.990
CDK9	POLR2A	9606.ENSP00000362361	9606.ENSP00000480158	0	0	0	0	0.101	0.920	0.600	0.856	0.995
CTDP1	POLR2C	9606.ENSP00000484525	9606.ENSP00000219252	0	0	0	0	0.063	0.662	0.600	0.664	0.951
CTDP1	POLR2I	9606.ENSP00000484525	9606.ENSP00000221859	0	0	0	0	0.077	0.243	0.600	0.353	0.795
CTDP1	SUPT4H1	9606.ENSP00000484525	9606.ENSP00000225504	0	0	0	0	0.104	0.115	0.600	0.743	0.907
CTDP1	CDK7	9606.ENSP00000484525	9606.ENSP00000256443	0	0	0	0	0.066	0.270	0.600	0.697	0.906
CTDP1	POLR2D	9606.ENSP00000484525	9606.ENSP00000272645	0	0	0	0	0.098	0.774	0.600	0.634	0.966
CTDP1	ERCC3	9606.ENSP00000484525	9606.ENSP00000285398	0	0	0	0	0.131	0	0.600	0.250	0.716
CTDP1	SSU72	9606.ENSP00000484525	9606.ENSP00000291386	0	0	0	0	0.148	0.213	0	0.941	0.957
CTDP1	POLR2J	9606.ENSP00000484525	9606.ENSP00000292614	0	0	0	0	0.099	0.854	0.600	0.343	0.960
CTDP1	LEO1	9606.ENSP00000484525	9606.ENSP00000299601	0	0	0	0	0.088	0.115	0.600	0.238	0.721
CTDP1	POLR2G	9606.ENSP00000484525	9606.ENSP00000301788	0	0	0	0	0.087	0.806	0.600	0.820	0.985
CTDP1	SUPT6H	9606.ENSP00000484525	9606.ENSP00000319104	0	0	0	0	0.181	0	0.800	0.372	0.888
CTDP1	POLR2L	9606.ENSP00000484525	9606.ENSP00000324124	0	0	0	0	0.078	0.244	0.600	0.083	0.710
CTDP1	GTF2F2	9606.ENSP00000484525	9606.ENSP00000340823	0	0	0	0	0.147	0.952	0.600	0.799	0.996
CTDP1	POLR2K	9606.ENSP00000484525	9606.ENSP00000342889	0	0	0	0	0	0.243	0.600	0.299	0.769
CTDP1	CTR9	9606.ENSP00000484525	9606.ENSP00000355013	0	0	0	0	0.328	0.115	0.600	0.197	0.783
CTDP1	CDC73	9606.ENSP00000484525	9606.ENSP00000356405	0	0	0	0	0.139	0.115	0.600	0.422	0.800
CTDP1	GTF2B	9606.ENSP00000484525	9606.ENSP00000359531	0	0	0	0	0.071	0.900	0	0.893	0.989
CTDP1	CDK9	9606.ENSP00000484525	9606.ENSP00000362361	0	0	0	0	0.097	0.675	0.600	0.637	0.951
CTDP1	RPRD1B	9606.ENSP00000484525	9606.ENSP00000362532	0	0	0	0	0.062	0.798	0	0.466	0.890
CTDP1	POLR2B	9606.ENSP00000484525	9606.ENSP00000370625	0	0	0	0	0.154	0.945	0.600	0.711	0.994
CTDP1	CDK8	9606.ENSP00000484525	9606.ENSP00000370938	0	0	0	0	0.064	0.378	0	0.553	0.717
CTDP1	RTF1	9606.ENSP00000484525	9606.ENSP00000374280	0	0	0	0	0.203	0.165	0.600	0.314	0.793
CTDP1	GTF2F1	9606.ENSP00000484525	9606.ENSP00000377969	0	0	0	0	0.201	0.992	0.600	0.994	0.999
CTDP1	CDK12	9606.ENSP00000484525	9606.ENSP00000398880	0	0	0	0	0.062	0.102	0.600	0.657	0.869
CTDP1	POLR2F	9606.ENSP00000484525	9606.ENSP00000403852	0	0	0	0	0.065	0.861	0.600	0.326	0.960
CTDP1	TCEA1	9606.ENSP00000484525	9606.ENSP00000428426	0	0	0	0	0.065	0.331	0.800	0.569	0.938
CTDP1	SUPT5H	9606.ENSP00000484525	9606.ENSP00000470252	0	0	0	0	0.163	0.340	0.600	0.878	0.969
CTDP1	RPAP2	9606.ENSP00000484525	9606.ENSP00000476948	0	0	0	0	0.062	0.056	0	0.899	0.902
CTDP1	POLR2E	9606.ENSP00000484525	9606.ENSP00000478303	0	0	0	0	0.073	0.851	0.600	0.275	0.954
CTDP1	POLR2A	9606.ENSP00000484525	9606.ENSP00000480158	0	0	0	0	0.132	0.991	0.600	0.815	0.999
CTR9	POLR2C	9606.ENSP00000355013	9606.ENSP00000219252	0	0	0	0	0.075	0.904	0.600	0.300	0.971
CTR9	PAF1	9606.ENSP00000355013	9606.ENSP00000221265	0	0	0	0	0.299	0.996	0.900	0.894	0.999
CTR9	POLR2I	9606.ENSP00000355013	9606.ENSP00000221859	0	0	0	0	0.131	0.800	0.600	0.166	0.934
CTR9	SUPT4H1	9606.ENSP00000355013	9606.ENSP00000225504	0	0	0	0	0.134	0.800	0.600	0.769	0.981
CTR9	POLR2D	9606.ENSP00000355013	9606.ENSP00000272645	0	0	0	0	0.056	0.881	0.600	0.152	0.957
CTR9	POLR2J	9606.ENSP00000355013	9606.ENSP00000292614	0	0	0	0	0.174	0.800	0.600	0.170	0.937
CTR9	LEO1	9606.ENSP00000355013	9606.ENSP00000299601	0	0	0	0	0.210	0.997	0.900	0.996	0.999
CTR9	POLR2G	9606.ENSP00000355013	9606.ENSP00000301788	0	0	0	0	0.120	0.818	0.600	0.239	0.944
CTR9	SUPT6H	9606.ENSP00000355013	9606.ENSP00000319104	0	0	0	0	0.546	0.831	0.600	0.799	0.993
CTR9	POLR2L	9606.ENSP00000355013	9606.ENSP00000324124	0	0	0	0	0.096	0.800	0.600	0.112	0.927
CTR9	POLR2K	9606.ENSP00000355013	9606.ENSP00000342889	0	0	0	0	0.062	0.800	0.600	0	0.918
CTR9	GTF2F1	9606.ENSP00000355013	9606.ENSP00000377969	0	0	0	0	0.205	0	0.600	0.157	0.708
CTR9	CTDP1	9606.ENSP00000355013	9606.ENSP00000484525	0	0	0	0	0.328	0.115	0.600	0.197	0.783
CTR9	SETD2	9606.ENSP00000355013	9606.ENSP00000386759	0	0	0	0	0.212	0.213	0	0.724	0.814
CTR9	CDK9	9606.ENSP00000355013	9606.ENSP00000362361	0	0	0	0	0.106	0.395	0.600	0.508	0.879
CTR9	TCEA1	9606.ENSP00000355013	9606.ENSP00000428426	0	0	0	0	0.100	0.270	0.600	0.706	0.912
CTR9	POLR2E	9606.ENSP00000355013	9606.ENSP00000478303	0	0	0	0	0.070	0.800	0.600	0.101	0.924
CTR9	POLR2F	9606.ENSP00000355013	9606.ENSP00000403852	0	0	0	0	0.065	0.800	0.600	0.303	0.940
CTR9	POLR2B	9606.ENSP00000355013	9606.ENSP00000370625	0	0	0	0	0.276	0.820	0.600	0.366	0.962
CTR9	POLR2A	9606.ENSP00000355013	9606.ENSP00000480158	0	0	0	0	0.124	0.958	0.600	0.838	0.997
CTR9	SUPT5H	9606.ENSP00000355013	9606.ENSP00000470252	0	0	0	0	0.677	0.941	0.600	0.848	0.998
CTR9	CDC73	9606.ENSP00000355013	9606.ENSP00000356405	0	0	0	0	0.364	0.995	0.900	0.995	0.999
CTR9	RTF1	9606.ENSP00000355013	9606.ENSP00000374280	0	0	0	0	0.417	0.993	0.900	0.993	0.999
ERCC3	POLR2C	9606.ENSP00000285398	9606.ENSP00000219252	0	0	0	0	0.067	0.928	0.600	0.322	0.979
ERCC3	POLR2I	9606.ENSP00000285398	9606.ENSP00000221859	0	0	0	0	0.063	0.906	0.600	0.338	0.973
ERCC3	SUPT4H1	9606.ENSP00000285398	9606.ENSP00000225504	0	0	0	0	0.059	0	0.600	0.339	0.729
ERCC3	CDK7	9606.ENSP00000285398	9606.ENSP00000256443	0	0	0	0	0.068	0.998	0.900	0.797	0.999
ERCC3	CCNH	9606.ENSP00000285398	9606.ENSP00000256897	0	0	0	0	0.101	0.998	0.900	0.804	0.999
ERCC3	MNAT1	9606.ENSP00000285398	9606.ENSP00000261245	0	0	0	0	0.094	0.998	0.900	0.843	0.999
ERCC3	GTF2H1	9606.ENSP00000285398	9606.ENSP00000265963	0	0	0	0	0.155	0.998	0.900	0.895	0.999
ERCC3	POLR2D	9606.ENSP00000285398	9606.ENSP00000272645	0	0	0	0	0.097	0.906	0.600	0.436	0.978
ERCC3	GTF2E1	9606.ENSP00000285398	9606.ENSP00000283875	0	0	0	0	0.107	0.992	0.900	0.767	0.999
ERCC3	CTDP1	9606.ENSP00000285398	9606.ENSP00000484525	0	0	0	0	0.131	0	0.600	0.250	0.716
ERCC3	SUPT5H	9606.ENSP00000285398	9606.ENSP00000470252	0	0	0	0	0.107	0	0.600	0.438	0.781
ERCC3	POLR2H	9606.ENSP00000285398	9606.ENSP00000415536	0	0	0	0	0.066	0.559	0.600	0.062	0.824
ERCC3	MED7	9606.ENSP00000285398	9606.ENSP00000286317	0	0	0	0	0.060	0.559	0	0.661	0.847
ERCC3	CDK9	9606.ENSP00000285398	9606.ENSP00000362361	0	0	0	0	0.072	0	0.900	0.568	0.956
ERCC3	POLR2L	9606.ENSP00000285398	9606.ENSP00000324124	0	0	0	0	0.046	0.906	0.600	0	0.961
ERCC3	POLR2K	9606.ENSP00000285398	9606.ENSP00000342889	0	0	0	0	0	0.906	0.600	0.101	0.963
ERCC3	POLR2G	9606.ENSP00000285398	9606.ENSP00000301788	0.041	0	0	0	0.067	0.906	0.600	0.308	0.972
